,meter_id,date,month,year,num_rdngs_dd,num_rdngs_mm,num_rdngs_yy,daily_mwh,monthly_mwh,yearly_mwh,num_gap_dd,num_gap_mm,num_gap_yy,season,num_days_mm,monthly_avg_mwh,weekday,num_wkdays_mm,num_wkends_mm,monthly_wkday_avg,monthly_wkend_avg
50204186,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-19,11,2017,48.0,1392.0,16176.0,5.9220000000000015,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,0.0,22.0,8.0,,8.350750000000001
50360090,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-20,11,2017,48.0,1392.0,16176.0,8.152000000000001,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
50515994,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-21,11,2017,48.0,1392.0,16176.0,8.630999999999998,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
50671898,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-22,11,2017,48.0,1392.0,16176.0,7.884999999999999,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
50827802,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-23,11,2017,48.0,1392.0,16176.0,7.859999999999999,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
50983706,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-24,11,2017,48.0,1392.0,16176.0,8.293000000000003,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
51139610,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-25,11,2017,48.0,1392.0,16176.0,7.755,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,0.0,22.0,8.0,,8.350750000000001
51295514,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-26,11,2017,48.0,1392.0,16176.0,8.701,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,0.0,22.0,8.0,,8.350750000000001
51451418,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-27,11,2017,48.0,1392.0,16176.0,7.4430000000000005,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
51607322,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-28,11,2017,48.0,1392.0,16176.0,8.621,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
51763226,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-29,11,2017,48.0,1392.0,16176.0,10.344000000000003,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
51919130,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-11-30,11,2017,48.0,1392.0,16176.0,9.341000000000001,246.5999999999999,2560.9210000000144,0.0,48.0,1344.0,Autumn,30,8.503448275862066,1.0,22.0,8.0,8.172454545454547,
52075034,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-01,12,2017,0.0,1104.0,16176.0,0.0,183.0190000000002,2560.9210000000144,48.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
52230938,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-02,12,2017,0.0,1104.0,16176.0,0.0,183.0190000000002,2560.9210000000144,48.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
52386842,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-03,12,2017,48.0,1104.0,16176.0,6.344000000000001,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
52542746,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-04,12,2017,48.0,1104.0,16176.0,7.747000000000001,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
52698650,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-05,12,2017,0.0,1104.0,16176.0,0.0,183.0190000000002,2560.9210000000144,48.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
52854554,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-06,12,2017,48.0,1104.0,16176.0,8.512000000000002,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
53010458,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-07,12,2017,48.0,1104.0,16176.0,8.837000000000002,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
53166362,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-08,12,2017,48.0,1104.0,16176.0,8.184000000000001,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
53322266,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-09,12,2017,0.0,1104.0,16176.0,0.0,183.0190000000002,2560.9210000000144,48.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
53478170,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-10,12,2017,48.0,1104.0,16176.0,10.413,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
53634074,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-11,12,2017,48.0,1104.0,16176.0,9.191000000000003,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
53789978,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-12,12,2017,0.0,1104.0,16176.0,0.0,183.0190000000002,2560.9210000000144,48.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
53945882,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-13,12,2017,48.0,1104.0,16176.0,8.239999999999998,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
54101786,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-14,12,2017,48.0,1104.0,16176.0,9.763000000000002,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
54257690,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-15,12,2017,48.0,1104.0,16176.0,9.391,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
54413594,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-16,12,2017,48.0,1104.0,16176.0,6.314,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
54569498,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-17,12,2017,48.0,1104.0,16176.0,6.325000000000001,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
54725402,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-18,12,2017,48.0,1104.0,16176.0,7.78,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
54881306,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-19,12,2017,48.0,1104.0,16176.0,6.671999999999998,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
55037210,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-20,12,2017,48.0,1104.0,16176.0,8.121,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
55193114,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-21,12,2017,48.0,1104.0,16176.0,7.962999999999999,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
55349018,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-22,12,2017,48.0,1104.0,16176.0,7.132999999999999,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
55504922,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-23,12,2017,48.0,1104.0,16176.0,7.266000000000001,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
55660826,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-24,12,2017,0.0,1104.0,16176.0,0.0,183.0190000000002,2560.9210000000144,48.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
55816730,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-25,12,2017,48.0,1104.0,16176.0,6.935999999999997,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
55972634,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-26,12,2017,48.0,1104.0,16176.0,7.498,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
56128538,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-27,12,2017,0.0,1104.0,16176.0,0.0,183.0190000000002,2560.9210000000144,48.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
56284442,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-28,12,2017,48.0,1104.0,16176.0,9.945000000000002,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
56440346,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-29,12,2017,0.0,1104.0,16176.0,0.0,183.0190000000002,2560.9210000000144,48.0,384.0,1344.0,Winter,31,7.957347826086965,1.0,21.0,10.0,6.281571428571428,
56596250,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-30,12,2017,48.0,1104.0,16176.0,6.984000000000001,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
56752154,0xfff895258c21f1a58fc06538173d02b621021ad4,2017-12-31,12,2017,48.0,1104.0,16176.0,7.459999999999999,183.0190000000002,2560.9210000000144,0.0,384.0,1344.0,Winter,31,7.957347826086965,0.0,21.0,10.0,,5.1106
